Gender,Height,Weight,Obesity,Workout
Female,65.31133414,140.2667004,2.147662458,0
Female,61.20495607,108.2901042,1.769302867,0
Female,67.02509352,150.2191759,2.241237842,0
Female,60.21116656,119.0375342,1.977000961,0
Female,63.93997277,139.4959573,2.181670578,0
Female,63.35780516,125.6132382,1.982600847,0
Female,63.68506845,132.2829779,2.077142745,0
Female,60.28887039,130.440809,2.163596833,0
Female,63.40728979,128.8483894,2.032075332,0
Female,60.63160012,109.7196963,1.809612414,0
Female,67.37359659,146.023295,2.167366779,0
Female,66.8727416,158.8551942,2.375484995,0
Female,60.04714722,114.6035259,1.908559044,0
Female,64.15447227,133.1383556,2.075277855,0
Female,63.46166489,128.9509609,2.031950486,0
Female,67.24386795,154.0615748,2.291087344,0
Female,66.21359451,139.0011336,2.099283911,0
Female,64.69282138,138.6808136,2.143681642,0
Female,66.19928328,180.6983171,2.729611382,1
Female,65.85337582,149.1185284,2.264402189,0
Female,65.04952022,145.0735386,2.230201516,0
Female,64.47761515,144.6382457,2.24323194,0
Female,62.54007732,139.4786439,2.230228198,0
Female,61.59623162,129.9771492,2.110147745,0
Female,60.95032891,117.4225887,1.926529204,0
Female,63.5532238,137.4920704,2.163416145,0
Female,62.24834635,138.3824133,2.22306971,0
Female,66.19059084,141.2719561,2.134320819,0
Female,62.54805798,123.7128539,1.977884813,0
Female,66.62983432,145.5947116,2.185127925,0
Female,59.60856014,109.813156,1.842238024,0
Female,64.49339476,159.4560658,2.472440261,1
Female,64.9365559,152.419352,2.347204127,0
Female,61.37925849,141.4274506,2.30415704,0
Female,66.07078721,147.7523301,2.236273191,0
Female,63.91443166,131.5137046,2.057652728,0
Female,69.61980602,157.0237338,2.255446299,0
Female,67.18153588,156.9508471,2.33621999,0
Female,63.39905083,143.8404297,2.26881046,0
Female,61.2131715,98.70749259,1.612520479,0
Female,59.6678488,126.3552557,2.117643894,0
Female,64.08940647,134.2110172,2.094121706,0
Female,60.57806288,118.2428118,1.951908103,0
Female,62.1148664,145.3373594,2.339816019,0
Female,56.15945802,90.81525566,1.617096369,0
Female,67.44927297,170.8303536,2.532723424,1
Female,65.06514463,156.1631269,2.4001042,1
Female,65.52885617,138.9895355,2.121043211,0
Female,63.14965274,124.1937717,1.96665803,0
Female,58.87430067,102.9270775,1.748251382,0
Female,66.02123191,141.6562452,2.145616509,0
Female,61.52509112,133.5285077,2.170309792,0
Female,63.5843105,133.1894038,2.094689755,0
Female,59.78676291,116.9048715,1.955363793,0
Female,67.14920636,139.5528148,2.078249652,0
Female,62.32308708,127.130913,2.039868674,0
Female,65.14765956,134.6620247,2.067027819,0
Female,70.62859645,170.1484685,2.409059178,1
Female,67.38745119,164.8926584,2.446934192,1
Female,68.13040881,177.2401312,2.601483454,1
Female,63.48845964,124.0528718,1.953943637,0
Female,61.16306528,107.2354433,1.753271241,0
Female,70.71013953,161.3634843,2.282041662,0
Female,65.20885481,137.7030416,2.111723047,0
Female,61.35948933,123.4201346,2.011427017,0
Female,62.07171519,142.6636194,2.298367605,0
Female,65.40488188,144.0259412,2.20206714,0
Female,61.82336812,112.0018617,1.811642833,0
Female,62.94719725,123.6842386,1.964888733,0
Female,64.36303372,133.183927,2.069261179,0
Female,64.03853748,147.240564,2.299249324,0
Female,69.78833269,167.4376589,2.399221366,0
Female,62.82235002,126.816039,2.018645259,0
Female,71.99125654,177.3660018,2.463715877,1
Female,61.99408654,134.417292,2.16822764,0
Female,65.80460587,139.4832096,2.119657246,0
Female,60.03061012,104.4973318,1.740734129,0
Female,64.49886565,146.125363,2.265549348,0
Female,62.04964451,119.8653774,1.931765739,0
Female,64.56797941,137.5341643,2.130067652,0
Female,60.50431592,116.3819743,1.923531776,0
Female,61.21444992,128.2664989,2.09536309,0
Female,65.7806083,146.8563543,2.232517426,0
Female,60.6742784,115.8050352,1.908634733,0
Female,64.78985261,124.1725273,1.916542828,0
Female,62.99657931,131.0042845,2.079546,0
Female,63.80948265,142.4217765,2.231984504,0
Female,62.27990011,133.2552611,2.139619056,0
Female,61.71103191,108.028807,1.750559077,0
Female,64.82264546,142.6970393,2.201345507,0
Female,65.53508718,146.1355424,2.229882474,0
Female,61.33665902,127.34182,2.076112752,0
Female,57.10386947,93.5063159,1.637477754,0
Female,56.44568503,96.64024466,1.712092689,0
Female,60.8155622,132.174817,2.173371621,0
Female,61.46478353,137.299169,2.233785936,0
Female,61.9240636,126.4316967,2.041721576,0
Female,66.66459015,153.9485134,2.30929963,0
Female,65.08266578,141.1253511,2.168401515,0
Female,63.493143,160.5546039,2.528692018,1
Female,64.59028563,140.1760817,2.170234739,0
Female,61.02434221,134.1937126,2.199019403,0
Female,62.24708076,117.2303372,1.883306587,0
Female,65.06012567,140.9852458,2.166999285,0
Female,63.21982429,142.9734064,2.261528058,0
Female,63.22901952,131.2381262,2.075599578,0
Female,63.27892843,134.8275936,2.130687054,0
Female,66.05067057,138.9063787,2.103027532,0
Female,63.03770494,127.0703939,2.015783951,0
Female,62.62808294,121.724753,1.943612949,0
Female,61.66856602,111.6196124,1.80999202,0
Female,63.4440555,126.5076312,1.994002909,0
Female,62.06942481,121.9612849,1.964917272,0
Female,68.00680397,161.1647092,2.369832131,0
Female,66.53495889,163.5615007,2.458279128,1
Female,62.5498458,118.903204,1.900935205,0
Female,65.18223886,133.5140097,2.048318867,0
Female,65.22690075,123.1733821,1.888383177,0
Female,63.95483038,121.8886371,1.90585506,0
Female,63.82603844,149.369119,2.340253643,0
Female,64.09121223,130.9722097,2.043528359,0
Female,59.6456491,116.551867,1.954071567,0
Female,64.29921744,140.1068064,2.178981518,0
Female,66.15762817,143.7091839,2.172223943,0
Female,59.08869463,129.2726075,2.187772269,0
Female,63.96153518,140.7621884,2.200731861,0
Female,62.40706413,120.3033498,1.927720066,0
Female,65.46078494,141.8851297,2.167482864,0
Female,64.98197829,157.8291518,2.428814203,1
Female,61.81765527,121.6150002,1.96731823,0
Female,63.82601773,153.8461075,2.410398032,1
Female,64.27077207,134.1388161,2.087088918,0
Female,57.96193618,112.2269836,1.936218681,0
Female,58.59722547,104.7974634,1.788437294,0
Female,62.43086682,127.7652495,2.046507697,0
Female,61.2184549,119.2754268,1.948357353,0
Female,61.70639378,110.9233443,1.797598879,0
Female,67.40787625,159.7282136,2.369577896,0
Female,63.0419971,122.0872455,1.936601807,0
Female,63.91771943,135.6972842,2.122999466,0
Female,66.25955804,138.8399399,2.095394899,0
Female,60.96731744,113.79525,1.866495931,0
Female,62.3828476,125.347102,2.009319979,0
Female,65.75280953,160.2900485,2.437767292,1
Female,66.25260405,150.0964548,2.265517816,0
Female,65.95375622,163.5971219,2.480482254,1
Female,62.02837306,103.2750293,1.664964342,0
Female,61.52060853,127.3906609,2.070698973,0
Female,65.14361589,141.5753003,2.173279736,0
Female,65.27433111,136.5085062,2.091304558,0
Female,57.44256697,104.4866362,1.818975748,0
Female,64.56610758,129.7754571,2.009962532,0
Female,57.31390274,95.1390468,1.65996455,0
Female,61.83922985,110.4141611,1.785503496,0
Female,63.61781518,122.5903559,1.926981548,0
Female,64.48516473,150.4028987,2.33236434,0
Female,66.11415561,158.9539335,2.404234495,1
Female,61.66852287,112.9355906,1.831332831,0
Female,63.30959493,144.0175193,2.27481347,0
Female,60.845512,135.9564499,2.234453215,0
Female,60.44739666,117.653785,1.946382996,0
Female,58.8616251,90.72856088,1.541387292,0
Female,66.56377205,156.832191,2.356119345,0
Female,66.34567466,158.2851317,2.385764144,0
Female,62.69642852,134.3959787,2.143598637,0
Female,63.11386926,124.8185301,1.97767197,0
Female,61.74305495,111.9640925,1.813387638,0
Female,61.62998659,111.1724659,1.803869708,0
Female,61.52602233,124.8824341,2.029749842,0
Female,64.23446984,130.2196381,2.027254813,0
Female,61.7595465,131.0222304,2.121489516,0
Female,64.83019327,148.9843128,2.298069854,0
Female,66.75907054,150.8813297,2.260087333,0
Female,67.19076332,176.4329016,2.625850531,1
Female,62.95527375,150.5825209,2.391896848,0
Female,64.27624274,123.2988015,1.918263984,0
Female,60.77915797,110.8800454,1.824310324,0
Female,60.62849862,130.9998242,2.160697151,0
Female,59.02808724,111.833549,1.894581956,0
Female,63.30601816,134.3237693,2.121816743,0
Female,61.61994587,113.1701561,1.83658318,0
Female,61.19722319,115.9063959,1.893981293,0
Female,63.21875893,140.407858,2.220984093,0
Female,61.97993469,119.9108456,1.934672022,0
Female,56.78543437,83.99307747,1.479130668,0
Female,62.80619937,116.7333151,1.858627274,0
Female,58.75125363,97.7224906,1.663326049,0
Female,61.23624749,111.5027074,1.820861205,0
Female,63.31981767,119.3159883,1.884338785,0
Female,66.90945227,151.6128907,2.265941292,0
Female,68.27672544,177.0852419,2.593639938,1
Female,58.64865968,100.2342507,1.709062939,0
Female,64.06287248,142.8694695,2.230144606,0
Female,64.49323626,141.7356758,2.197682796,0
Female,64.31878981,136.1131124,2.116226266,0
Female,66.53752819,162.0245078,2.435084564,1
Female,62.67409439,147.5178987,2.35373004,0
Female,64.31632835,135.1542207,2.101398264,0
Female,58.06155297,113.0607203,1.947256223,0
Female,58.9265027,105.3299015,1.787479261,0
Female,66.25529843,148.832458,2.246348013,0
Female,65.66564956,131.339756,2.000128787,0
Female,61.34958144,120.500037,1.964154183,0
Female,64.58685574,147.1793845,2.278782312,0
Female,65.46554701,150.4691607,2.298448078,0
Female,63.01407212,129.18901,2.050161267,0
Female,64.85254998,140.2286027,2.162268142,0
Female,63.1819005,144.6849933,2.289975327,0
Female,62.02735749,131.3586621,2.11775364,0
Female,64.77087208,139.0345752,2.146560185,0
Female,61.45650433,119.5484975,1.945253782,0
Female,65.2713831,145.2450829,2.225249045,0
Female,64.39271121,133.3183569,2.070395149,0
Female,62.59891336,119.1461736,1.903326547,0
Female,63.85000818,149.7618856,2.345526491,0
Female,65.29686849,150.2536503,2.301085087,0
Female,65.12906585,147.7724804,2.268917548,0
Female,64.49042271,157.1169704,2.436283774,1
Female,62.45708954,124.4365264,1.992352306,0
Female,67.40316149,154.2590685,2.288602864,0
Female,70.39273783,184.6586105,2.623262231,1
Female,61.79188572,118.1663942,1.912328663,0
Female,65.33363739,149.7253941,2.29170455,0
Female,68.17489212,144.8179076,2.124211761,0
Female,64.46706524,143.6633823,2.228477157,0
Female,63.60048006,131.0408728,2.06037553,0
Female,65.06001174,144.7589644,2.225006737,0
Female,61.12472659,117.388949,1.920482193,0
Female,64.67687892,131.1821481,2.028269613,0
Female,65.67061729,158.0443331,2.406621707,1
Female,65.62991846,130.1343564,1.982851106,0
Female,62.81190786,129.8223834,2.066843498,0
Female,61.75269595,112.9099478,1.828421352,0
Female,63.4758722,127.1607048,2.003291966,0
Female,60.89451947,128.103419,2.103693734,0
Female,62.93492621,132.6165254,2.107200776,0
Female,64.96001513,154.7390312,2.382065812,0
Female,68.50493009,155.7206526,2.273130597,0
Female,68.48136864,180.9224541,2.641922287,1
Female,66.11007508,176.3527848,2.667562919,1
Female,61.10420513,133.1840998,2.179622491,0
Female,62.50136418,128.581092,2.057252569,0
Female,63.9867085,146.2658148,2.285878086,0
Female,65.50272429,150.3009502,2.294575559,0
Female,61.46870338,128.7429729,2.094447512,0
Female,63.30608624,128.7296883,2.03344885,0
Female,63.01236239,128.1488129,2.03370907,0
Female,66.66828573,145.3460937,2.180138458,0
Female,59.52878826,114.7521017,1.927674073,0
Female,58.98713894,100.743008,1.707880902,0
Female,63.96594219,130.6118695,2.041897063,0
Female,61.65992175,104.3424698,1.692225141,0
Female,65.87502066,146.9627167,2.230932381,0
Female,70.43546305,163.2180616,2.31727108,0
Female,62.64504174,117.4606364,1.875018886,0
Female,62.96592183,130.0245322,2.064998469,0
Female,63.92177623,135.6659904,2.122375165,0
Female,67.40852785,157.8533245,2.341741164,0
Female,64.07247319,153.4650394,2.395178956,0
Female,60.85962004,112.0907533,1.841791869,0
Female,62.51740907,128.6610478,2.058003519,0
Female,63.59937264,130.048575,2.044809085,0
Female,60.96991273,115.2281659,1.889918498,0
Female,63.18686489,132.9770674,2.10450491,0
Female,67.15119145,166.5201188,2.479779066,1
Female,60.80771209,117.1835316,1.927116274,0
Female,65.56472076,155.2560443,2.367981477,0
Female,68.58419476,165.8078729,2.41758139,1
Female,66.98698013,155.3302344,2.318812314,0
Female,59.30400667,124.6679399,2.102184101,0
Female,57.39774037,106.5875627,1.856999283,0
Female,63.30000561,121.948217,1.926511945,0
Female,63.93043498,134.4091595,2.102428359,0
Female,66.39487563,162.3033988,2.444516948,1
Female,65.37997421,142.8751415,2.185304341,0
Female,61.45864498,109.2083314,1.77694011,0
Female,62.07039642,119.2989868,1.921994923,0
Female,60.91177092,131.7108128,2.162321188,0
Female,67.04197172,139.993374,2.088145238,0
Female,58.44507284,90.40667477,1.546865636,0
Female,62.22450202,133.8752379,2.151487493,0
Female,60.71778284,120.569576,1.985737462,0
Female,63.56876019,154.1454119,2.424861071,1
Female,62.19169744,112.9354609,1.815925044,0
Female,59.77645519,120.7436378,2.019919673,0
Female,61.62734724,123.6372253,2.006207161,0
Female,62.42696121,127.616506,2.044253052,0
Female,60.24335877,131.6611102,2.185487543,0
Female,61.09968452,117.1967838,1.918124205,0
Female,63.80355837,146.0697891,2.28936744,0
Female,60.12149408,110.2773991,1.834242492,0
Female,62.15153903,117.6226431,1.892513764,0
Female,60.84550828,107.4460544,1.765883094,0
Female,60.81492666,110.1412146,1.811088505,0
Female,66.64069197,133.0069435,1.995881789,0
Female,63.9734479,149.4089927,2.335484448,0
Female,62.11035132,136.8708553,2.203672213,0
Female,64.62329203,134.6110153,2.083010802,0
Female,65.23591282,128.446415,1.96895252,0
Female,62.9747851,137.4745698,2.183009749,0
Female,64.72079374,143.8408398,2.222482629,0
Female,61.99110332,124.2630529,2.004530429,0
Female,63.03448673,125.4670161,1.99045035,0
Female,61.72207869,107.2247071,1.737218016,0
Female,66.23547229,149.4134676,2.255792288,0
Female,64.94853593,155.1331864,2.388555557,0
Female,68.0047072,142.2892548,2.092344202,0
Female,63.56499447,134.1113743,2.10983066,0
Female,65.90474446,126.2770399,1.916053858,0
Female,61.58267021,127.6865153,2.073416349,0
Female,60.85088181,108.9458371,1.790374008,0
Female,61.47093776,114.6742794,1.865503985,0
Female,63.23651754,132.1754949,2.09017669,0
Female,67.94539137,162.1639747,2.386681001,0
Female,64.36352039,155.5734994,2.417106747,1
Female,55.33649241,88.36658258,1.596895263,0
Female,61.58719643,117.4781494,1.907509292,0
Female,67.09858325,160.6933299,2.394884095,0
Female,66.47084598,161.374933,2.427755064,1
Female,65.04972037,128.0390861,1.968326464,0
Female,61.17798324,121.3270625,1.983181792,0
Female,65.94265808,157.0229869,2.381204996,0
Female,62.19602038,124.1572891,1.996225616,0
Female,66.93512914,154.9473051,2.31488767,0
Female,61.43239994,127.84452,2.08106016,0
Female,62.99606997,141.0720783,2.239379034,0
Female,62.73209196,126.3737849,2.014499771,0
Female,62.16490439,119.304213,1.919157026,0
Female,62.92547551,120.1924316,1.910075857,0
Female,62.4557193,138.3607652,2.215341793,0
Female,55.66820212,68.98253009,1.239172947,0
Female,60.96014679,124.8767957,2.048498933,0
Female,65.47109105,144.3791218,2.2052347,0
Female,60.89292556,134.7135552,2.212302233,0
Female,59.80509278,102.1472298,1.708002197,0
Female,64.44349555,151.5239473,2.351268285,0
Female,69.00783124,159.0868708,2.305345175,0
Female,66.65463638,156.7642919,2.351888787,0
Female,64.32831721,134.744705,2.094640601,0
Female,63.78503821,152.5591964,2.391770872,0
Female,66.55609731,154.3934174,2.319748659,0
Female,65.56744525,166.9598257,2.546382966,1
Female,67.80378945,162.509491,2.396761188,0
Female,68.31711986,150.5332006,2.2034477,0
Female,67.46060493,165.8669352,2.458722915,1
Female,61.45527924,101.8011046,1.65650707,0
Female,59.97372202,111.2242901,1.854550399,0
Female,62.78673268,107.6958535,1.715264498,0
Female,62.07120211,122.6337939,1.975695487,0
Female,57.88297788,110.7259721,1.912928052,0
Female,59.23919876,111.1812361,1.876818702,0
Female,60.84834324,114.9499973,1.889122878,0
Female,59.76340044,112.741362,1.886461633,0
Female,63.68469752,134.2638812,2.108259699,0
Female,62.63592683,119.7891601,1.912467272,0
Female,65.12522054,141.5972182,2.174230153,0
Female,57.86970441,93.53375287,1.61628185,0
Female,69.90946195,162.4654324,2.323940535,0
Female,62.86162792,135.5205356,2.155854694,0
Female,59.6319099,109.2816387,1.832603365,0
Female,64.3254058,156.8005036,2.437613904,1
Female,62.77453234,144.9062074,2.308359808,0
Female,63.64204534,118.1867179,1.857054047,0
Female,69.8258261,171.4863651,2.455916023,1
Female,60.16251035,94.23233057,1.56629652,0
Female,62.28511401,132.0914991,2.120755517,0
Female,64.32849119,135.8190938,2.111336536,0
Female,62.51823372,129.2795678,2.067869806,0
Female,62.89283084,131.1304466,2.084982419,0
Female,62.39615363,127.0327481,2.035906714,0
Female,60.12116748,113.4069667,1.886306795,0
Female,62.09109128,123.6979033,1.992200503,0
Female,64.25565424,142.5034552,2.21775744,0
Female,66.3513659,131.2779903,1.978527322,0
Female,64.74465538,125.7758123,1.942643938,0
Female,64.40449179,142.1613962,2.20732114,0
Female,69.32174539,157.161889,2.26713693,0
Female,61.8635413,127.0189662,2.053212013,0
Female,64.56048838,134.1981533,2.078642165,0
Female,66.82440769,165.9662314,2.483616947,1
Female,64.785806,147.1909351,2.271962706,0
Female,63.73111285,135.5985922,2.127667102,0
Female,66.32392245,153.2200429,2.310177643,0
Female,66.25724652,142.7152937,2.15395751,0
Female,61.70557579,126.7872994,2.05471382,0
Female,64.68759119,124.7284872,1.928167132,0
Female,69.79498703,182.4511682,2.614101326,1
Female,61.16192129,119.0401618,1.946311681,0
Female,63.37101299,139.2999346,2.198164871,0
Female,66.41886544,134.244935,2.021186813,0
Female,64.64261274,128.6062541,1.989496536,0
Female,63.2913018,126.4099912,1.997272732,0
Female,61.82450712,133.692684,2.162454506,0
Female,67.03246648,179.727325,2.681198149,1
Female,59.33510789,120.8198701,2.036229045,0
Female,61.2369878,114.1607464,1.864244969,0
Female,57.92315936,100.5400428,1.735748601,0
Female,63.40608492,129.3722124,2.040375346,0
Female,64.42841794,142.2058607,2.207191566,0
Female,65.23632185,143.9393476,2.206429539,0
Female,66.53500864,147.5019138,2.216906811,0
Female,65.74773144,145.5762484,2.214163822,0
Female,63.73173268,114.2697496,1.792980431,0
Female,61.57977657,117.9036349,1.914648631,0
Female,59.25272547,139.1408123,2.348260121,0
Female,61.45626213,117.0287168,1.904260246,0
Female,62.61186934,134.765899,2.152401779,0
Female,68.75963603,153.6897385,2.235173823,0
Female,64.59743454,144.3303201,2.234304213,0
Female,60.60301012,100.0015907,1.650109301,0
Female,64.65793999,134.4447848,2.079323666,0
Female,62.45381561,132.6973172,2.124727144,0
Female,62.40533613,116.6023065,1.868466925,0
Female,64.78555122,148.4311769,2.291115443,0
Female,65.08774425,148.2643047,2.27791432,0
Female,62.07752295,128.4930242,2.069880016,0
Female,66.46518404,160.0838642,2.408537139,1
Female,62.54787795,125.5980263,2.008030175,0
Female,65.97857729,141.1139305,2.138784077,0
Female,60.88968151,116.5674876,1.91440462,0
Female,62.75099671,120.5451529,1.921007781,0
Female,63.73556045,142.4912037,2.23566252,0
Female,63.19920307,125.4672539,1.985266393,0
Female,62.14866931,131.1141265,2.109685178,0
Female,63.97147267,150.3774047,2.350694747,0
Female,61.47211056,118.9181143,1.934505148,0
Male,71.52821604,195.0322432,2.726647665,0
Male,69.1801611,205.1836213,2.965931534,1
Male,69.57720237,204.1641255,2.934353762,1
Male,70.40092889,192.9035151,2.740070595,0
Male,69.07617117,197.4882426,2.858992316,1
Male,67.19352328,183.8109732,2.735545991,0
Male,65.80731565,163.8518249,2.48987249,0
Male,64.30418789,163.1080171,2.536506913,0
Male,67.97433623,172.1355974,2.532361579,0
Male,72.18942596,194.0454049,2.688003157,0
Male,65.27034552,168.6177462,2.5833745,0
Male,66.09017738,161.1934326,2.438992283,0
Male,67.51032152,164.6602773,2.439038558,0
Male,70.10478626,188.9223032,2.69485599,0
Male,68.25183644,187.0605522,2.740740204,0
Male,72.17270912,209.0708634,2.896813296,1
Male,69.17985762,192.0143354,2.775581535,0
Male,72.87036015,211.3424968,2.900253222,1
Male,64.78258298,165.6116262,2.55642209,0
Male,70.18354989,201.0719181,2.864943686,1
Male,68.49145025,173.4239603,2.532052683,0
Male,67.33083088,181.4076793,2.694273588,0
Male,66.99094408,169.7377074,2.533741086,0
Male,66.4995499,163.3095283,2.455799002,0
Male,68.35305665,189.7102099,2.775445887,0
Male,70.77445907,192.1248473,2.714607075,0
Male,71.21592367,198.1984641,2.78306387,0
Male,70.01336535,209.5264998,2.992664312,1
Male,71.40318222,198.7597927,2.783626534,0
Male,69.55200509,198.0795237,2.847934051,1
Male,73.81853456,195.2906122,2.645549839,0
Male,66.99688275,164.943303,2.461954888,0
Male,71.41846589,179.8639023,2.518450937,0
Male,65.27930021,155.2504207,2.378248851,0
Male,68.27419147,184.5193912,2.702622869,0
Male,72.76536995,220.6780415,3.032734412,1
Male,68.0993798,183.3126553,2.691840305,0
Male,68.89670607,196.4513123,2.851389036,1
Male,69.28950996,184.5956083,2.664120563,0
Male,70.52322452,207.5328385,2.942758785,1
Male,69.66372523,177.2009288,2.543661399,0
Male,67.59526881,163.1080022,2.413009151,0
Male,72.50812038,216.2182301,2.981986417,1
Male,71.2529856,204.6554938,2.872237452,1
Male,71.80918689,200.9205712,2.797978642,0
Male,72.24516548,220.9017699,3.057668543,1
Male,66.51262766,196.4498603,2.953572385,1
Male,66.029034,168.64081,2.554040243,0
Male,67.57715394,181.432713,2.684823234,0
Male,68.2465686,198.6586733,2.910896143,1
Male,73.826127,237.9167359,3.222663108,1
Male,69.80246436,173.0412559,2.479013563,0
Male,65.95957778,160.6839166,2.436096804,0
Male,71.07901758,188.6029191,2.653426081,0
Male,66.59619654,208.345694,3.128492389,1
Male,68.95153509,193.4351185,2.805377983,1
Male,68.24446179,174.1096938,2.551264809,0
Male,72.31682512,197.3685892,2.729220882,0
Male,71.81542045,201.6206667,2.807484319,1
Male,65.23704952,181.0119732,2.774680562,0
Male,70.64053009,182.122486,2.578158541,0
Male,64.7319256,177.5492634,2.742839206,0
Male,67.10355118,164.9745807,2.458507453,0
Male,65.11748489,165.7171122,2.54489424,0
Male,71.70123402,193.0941635,2.693038219,0
Male,66.83287821,180.683887,2.703517966,0
Male,66.47127526,172.7737229,2.599223834,0
Male,69.41152622,177.4706162,2.556788849,0
Male,70.05217747,200.8187373,2.866702286,1
Male,66.74360465,167.7397753,2.513196226,0
Male,66.27432912,154.3956248,2.329644477,0
Male,68.32844799,177.9847286,2.604840792,0
Male,70.0758882,183.938857,2.624852309,0
Male,68.73298815,179.2047821,2.607260166,0
Male,67.55605126,158.5679874,2.347206274,0
Male,66.25363253,166.5035316,2.513123059,0
Male,69.18220268,171.9836776,2.485952614,0
Male,67.60910494,174.3641824,2.579004448,0
Male,69.29273802,187.7453519,2.709452061,0
Male,68.19068401,201.4879624,2.954772566,1
Male,71.6070858,204.9270121,2.861825891,1
Male,69.19685751,178.6855465,2.582278342,0
Male,67.26196098,164.0144277,2.438442551,0
Male,73.6851934,223.2700044,3.030052499,1
Male,69.53721501,202.9583063,2.91870053,1
Male,68.31155984,189.3917856,2.772470517,0
Male,67.73896347,178.1705556,2.630252169,0
Male,71.7057626,223.2993352,3.114105856,1
Male,63.6322646,167.0287067,2.624905898,0
Male,68.72119846,180.468682,2.626099167,0
Male,66.94934165,164.4391456,2.456172706,0
Male,62.70698974,149.9696184,2.39159333,0
Male,72.25840892,192.9102666,2.669727571,0
Male,70.90865306,201.8839987,2.847099613,1
Male,67.6098436,179.868026,2.660382223,0
Male,70.80155896,196.4677247,2.774906762,0
Male,69.30476905,187.5516495,2.706186776,0
Male,66.24289834,171.6931597,2.591872699,0
Male,67.49219298,191.6996048,2.840322656,1
Male,65.80624829,165.8506478,2.520287239,0
Male,71.44370566,185.6627413,2.598727762,0
Male,68.46440582,178.2818007,2.604007127,0
Male,63.9879246,150.9790513,2.35949286,0
Male,71.00189769,209.9293234,2.956672008,1
Male,68.13972419,174.1578043,2.555892417,0
Male,68.39540025,179.8789771,2.629986468,0
Male,68.09621975,167.7471412,2.463384045,0
Male,68.14059036,183.0446604,2.686279344,0
Male,68.86009031,169.5568208,2.462338054,0
Male,66.14885254,173.4316727,2.621839473,0
Male,66.20603205,180.8895546,2.732221657,0
Male,67.43212021,183.5089329,2.721387556,0
Male,69.47110603,205.9779102,2.964943585,1
Male,70.51585969,183.7598452,2.605936395,0
Male,71.33837604,201.9544955,2.830937662,1
Male,71.00194477,216.1200947,3.043861622,1
Male,66.20234771,159.3903237,2.407623434,0
Male,72.54330705,210.3364247,2.899460105,1
Male,67.47935176,178.6183502,2.647007499,0
Male,65.35041056,146.7397976,2.245430387,0
Male,70.84406242,195.937015,2.765750696,0
Male,69.93847526,170.1758538,2.433222245,0
